METHOD,THRESHOLD,WHOLE_IMAGE,MAG1C,SAMPLED,SPED_UP,PRECISION,WAVELENGTH_RANGE,CHANNEL_N,SELECT_STRATEGY,AUPRC_all,BEST_THRESHOLD_all,BEST_F1-SCORE_all,AUPRC_strong,BEST_THRESHOLD_strong,BEST_F1-SCORE_strong,AUPRC_weak,BEST_THRESHOLD_weak,BEST_F1-SCORE_weak,TN_all_seg,FP_all_seg,FN_all_seg,TP_all_seg,Recall_all_seg,Precision_all_seg,F1-score_all_seg,Iou_all_seg,TN_all_tile_clas,FP_all_tile_clas,FN_all_tile_clas,TP_all_tile_clas,FPR_all_tile_clas,TN_strong_seg,FP_strong_seg,FN_strong_seg,TP_strong_seg,Recall_strong_seg,Precision_strong_seg,F1-score_strong_seg,Iou_strong_seg,TN_weak_seg,FP_weak_seg,FN_weak_seg,TP_weak_seg,Recall_weak_seg,Precision_weak_seg,F1-score_weak_seg,Iou_weak_seg
CEM,0.004,True,-,-,True,float64,200-2600,72,SELECT-HIGHEST-VARIANCE,0.08053800990832702,0.013273589313030243,0.16457123086949643,0.2185418736829425,0.008286046795547009,0.2720062725878563,0.11369497455961469,0.014462330378592014,0.21272849231984628,78835723,602303,114659,75750,0.3978278337683618,0.11171693068240979,0.17444632004624266,0.09555803368688755,0,175,0,167,1.0,6145408,66997,98858,53327,0.3504090416269672,0.4431950400585087,0.39137789944552287,0.24330008851091786,29214443,228854,15801,22423,0.5866209711176225,0.08923618158446654,0.15490792777917864,0.0839567467181872
MF,0.004,True,-,-,True,float64,200-2600,72,SELECT-HIGHEST-VARIANCE,0.10490294336388625,0.013035147450864315,0.16569241047562952,0.26074739663979724,0.008269957266747952,0.2733295000634381,0.11616548617021528,0.014413422904908657,0.21628213667946192,78827122,610904,114434,75975,0.44071446202647985,0.1440939608839741,0.2171798146688769,0.0948131379373603,0,175,0,167,1.0,6145058,67347,98710,53475,0.396615960837139,0.518227556837695,0.44933874792021056,0.2435863564309531,29208670,234627,15724,22500,0.5886354123064044,0.08750539616609691,0.15236108900934822,0.08246258947190958
ACE,0.03,True,-,-,True,float64,200-2600,72,SELECT-HIGHEST-VARIANCE,0.11944439390997408,0.14990581572055817,0.1223258304941518,0.21237026907253923,0.08147686719894409,0.1828505223421167,0.15474564665956236,0.1741057187318802,0.2239337380599483,79056344,381682,142365,48044,0.3149115850616305,0.14124824800065958,0.19502247432203004,0.08397964659468511,0,175,0,167,1.0,6186547,25858,121267,30918,0.26463186253572957,0.6669702891590209,0.37892052858628106,0.17365467892587746,29306009,137288,21098,17126,0.4480431142737547,0.11090963254627172,0.17780500212834438,0.09757737362687452
MAG1C_TILE,300.0,True,GENERATED,0.01,True,float64,200-2600,72,SELECT-HIGHEST-VARIANCE,0.15230777476995427,1154.2095947265625,0.24953287888737688,0.3955227707223372,726.8098754882812,0.42220614453246424,0.12428864645152204,1238.1669921875,0.23049193187427283,79109174,328852,105752,84657,0.44460608479641195,0.20472831304759992,0.28035925407091694,0.16303361893152,0,175,0,167,1.0,6185997,26408,89707,62478,0.41053980352860003,0.7029003442611885,0.5183369214878604,0.3498345399875695,29327683,115614,16045,22179,0.580237547090833,0.16095882954867083,0.25200974905832957,0.14417114107047674
MAG1C_TILE_SAMPLED-0.01,300.0,True,GENERATED,0.01,True,float64,200-2600,72,SELECT-HIGHEST-VARIANCE,0.13124337165581143,1214.1844482421875,0.23722592060687056,0.37338525876661116,772.7919311523438,0.4115551520159198,0.11581899531549675,1253.755615234375,0.22719422019138563,78938278,499748,89584,100825,0.5295180374877237,0.1678813399869791,0.2549362690933549,0.14608994764959277,0,175,0,167,1.0,6166896,45509,76925,75260,0.49452968426586064,0.623173165299042,0.5514482293719821,0.38068934818456807,29260763,182534,12659,25565,0.6688206362494767,0.12285018188458378,0.20757298344044206,0.1158055427209886
CEM,0.004,True,-,-,True,float64,200-2600,50,SELECT-HIGHEST-VARIANCE,0.07240137604719903,0.01414312981069088,0.15320506810775,0.20902887658292496,0.008783009834587574,0.26408193870148916,0.09764021298123532,0.015447787940502167,0.19509015251606254,78683574,754452,112992,77417,0.40658267203756127,0.09306393194120709,0.15145977904249136,0.08193480310860539,0,175,0,167,1.0,6131493,80912,97230,54955,0.3611065479515064,0.4044764365151214,0.3815630511157707,0.2357602199942513,29161371,281926,15762,22462,0.5876412724989535,0.07379397348121476,0.13112208562455488,0.07016086209589255
MF,0.004,True,-,-,True,float64,200-2600,50,SELECT-HIGHEST-VARIANCE,0.0931119188814243,0.013629562221467495,0.15499325720443485,0.24931274165430511,0.008570248261094093,0.2654203991014281,0.10123779557559708,0.015478093177080154,0.1980419740540029,78665055,772971,112232,78177,0.4539701379661676,0.11730571410735563,0.1864363460287915,0.08114866407855675,0,175,0,167,1.0,6130625,81780,96632,55553,0.41101291191641753,0.46632819664064773,0.43692677372711464,0.2374414976599064,29151505,291792,15600,22624,0.5918794474675596,0.07195562566790493,0.12831215970961887,0.06855425191505866
ACE,0.03,True,-,-,True,float64,200-2600,50,SELECT-HIGHEST-VARIANCE,0.1054746341514588,0.20768223702907562,0.10310166362122204,0.1993526148494657,0.10880479216575623,0.1691738484564278,0.12483572691813621,0.23819749057292938,0.19143558095655155,78212890,1225136,132414,57995,0.3707282743987942,0.05445910436799203,0.09496768152529479,0.040970085726698906,0,175,0,167,1.0,6128563,83842,113578,38607,0.32002496960935706,0.39952584863250806,0.35538350961556003,0.16357026950306533,29003632,439665,18836,19388,0.5072205943909586,0.04223477463386581,0.07797666089523546,0.04057009054403847
MAG1C_TILE,300.0,True,GENERATED,0.01,True,float64,200-2600,50,SELECT-HIGHEST-VARIANCE,0.14538949009703073,1194.2279052734375,0.2398574995266236,0.38477074496115976,756.202392578125,0.41204869700830854,0.11394797024946561,1245.1558837890625,0.21757741234352837,79101737,336289,107590,82819,0.4349531797341512,0.1976077765158384,0.27175287973920337,0.15724191092428677,0,175,0,167,1.0,6184689,27716,90752,61433,0.4036731609554161,0.6891047572042311,0.5091118532821732,0.34148225968727247,29325107,118190,16838,21386,0.5594914190037673,0.15322118415773486,0.240562429696288,0.1367268914547291
MAG1C_TILE_SAMPLED-0.01,300.0,True,GENERATED,0.01,True,float64,200-2600,50,SELECT-HIGHEST-VARIANCE,0.13181950839624765,1243.1575927734375,0.23285031554479274,0.37047185441692626,783.9722290039062,0.4060290179197448,0.11321913506345227,1328.2652587890625,0.22074612829609805,78957823,480203,93586,96823,0.5085001234185359,0.16779659842017516,0.2523288617277033,0.14438005881195087,0,175,0,167,1.0,6170501,41904,80077,72108,0.4738180503991852,0.6324597410798863,0.5417641821658395,0.3715202819325155,29265842,177455,13509,24715,0.6465832984512349,0.12224860266112678,0.20562077256503905,0.11459159213460744
